Company Name,Website,Address,Phone Number,Customer Name,Position,Customer Phone Number,Email Address,Specialise,,,,,,,,,
Hy Trần - Công Ty TNHH Thương Mại Xuất Nhập Khẩu Hy Trần,,"113/6 Bành Văn Trân, P. 7, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38656414,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty Cổ Phần Vận Tải Biển Sài Gòn,www.saigonship.com.vn,"Số 9 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38296316,Hotline,,,saigonship@saigonshipvn.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Toàn Tâm - Công Ty TNHH Dịch Vụ Kinh Doanh Thương Mại Xuất Nhập Khẩu Sản Xuất Toàn Tâm,,"56/16/1 Thích Quảng Đức, P. 5, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38440194,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Vận Chuyển DEL - Công Ty TNHH Diamond Express Logistics Việt Nam,www.del-vn.com,"Số 239 Thái Phiên, P. 9, Q. 11,TP. Hồ Chí Minh, Việt Nam",908104079,Hotline,,0908 104 079,chau@del-vn.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Hảo Anh - Công Ty TNHH Thương Mại Dịch Vụ Hảo Anh,,"491/24 Lê Quang Định, P. 1, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 39857722,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Văn Phòng Đại Diện - Công Ty Euro Pac - Logistics Việt Nam,,"Tầng5, Tòa Nhà IDC, 163 Hai Bà Trưng, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38237411,,,,opts@europacvn.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Tân Gia Đại - Công Ty TNHH Thương Mại Tân Gia Đại,,"189B Cống Quỳnh, P. Nguyễn Cư Trinh, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38330879,,,,tagida@saigonnet.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH TM Hỏa Xa Global Logistics,www.vanchuyenhoaxa.com,"18 Đường 29 Phường Tân Kiểng, Quận 7,TP. Hồ Chí Minh, Việt Nam",(028) 66830127,Đỗ Đức Thiện,Kinh Doanh,0917 409 829,hoaxa.vtds@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Hoàng Tây - Công Ty TNHH Hoàng Tây,,"142/14 Bàu Cát 2, P. 12, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39492041,,,,hotaco-ims@hcm.fpt.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Liên Kết Hoàn Hảo,www.perfectlink.vn,"Toà Nhà Sabay, 11A Hồng Hà, Phường 2, Quận Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 35359919,Ms. Ana,Sales marketing,,info@perfectlink.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Miền Đất Hy Vọng - Công Ty Cổ Phần Miền Đất Hy Vọng,,"68 Hoàng Diệu, P. 12, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38269017,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Văn Phòng Đại Diện SHINYO KAIUN của Nhật Bản Tại TP. Hồ Chí Minh,www.shin-yo.co.jp,"68 Nguyễn Đình Chiểu, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38250563,,,,shinyokaiunhcm@hcm.vnn.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Cửu Long - Công Ty Cổ Phần Xuất Nhập Khẩu Thương Mại Xây Dựng Cửu Long,,"E2/2 Đường D1, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35122692,,,,new_mekong@yahoo.com,xuất nhập khẩu các công ty xuất nhập khẩu,Việt Anh - Công Ty TNHH Việt Anh,,"Số 8 Đường 4A, P. Bình Trị Đông, Q. Bình Tân,TP. Hồ Chí Minh, Việt Nam",(028) 38625733,Ông Trang Anh Tuấn,Giám Đốc,0915.88.2222,ctytnhhvietanh@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Thiên Tân - Công Ty Cổ Phần Thương Mại Xuất Nhập Khẩu Thiên Tân,www.thientan.com.vn,"140C Nguyễn Cư Trinh, P. Nguyễn Cư Trinh, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39202036,,,,newsky@thientan.com.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Vận Chuyển Thiên Hồng - Công Ty TNHH Giao Nhận Thương Mại Dịch Vụ Thiên Hồng,,"Tầng 3, 68-70 Hoàng Diệu, P. 13, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38267660,Hotline,,(028) 38267660,thienhongexpress@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Kiên Tín - Công Ty TNHH Kiên Tín,,"385/23B Nguyễn Trọng Tuyển, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39970933,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Logistics Đông Dương & Viễn Đông,,"Phòng 2001A, Tầng 20, Tòa Nhà Centec, 72-74 Nguyễn Thị Minh Khai, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38233601,Bà Phạm Thị Hồng Yên,Giám Đốc,0909.427.779,,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Võ Hoàng - Công Ty TNHH Một Thành Viên Thương Mại Xuất Nhập Khẩu Võ Hoàng,,"281 An Dương Vương, P. 11, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 38539201,,,,vohoangtrading2002@yahoo.com,xuất nhập khẩu các công ty xuất nhập khẩu,Cửu Long - Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Vận Tải Cửu Long,www.mekongtransport.com,"235-237-239-241 Cộng Hòa, P. 13, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38103388,Ms. Xuyên,,,cargoinfo@mekongtransport.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
An Thịnh - Công Ty TNHH Xây Dựng Thương Mại An Thịnh,,"114 Huỳnh Văn Bánh, P. 12, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 38422302,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Vận Chuyển Atrasco - Công Ty TNHH Thương Mại Và Liên Kết Tiến Bộ,www.atrasco.vn,"Lầu 8, Tòa nhà Đinh Lễ, Số 1 Đường Đinh Lễ, P. 13, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38269033,Hotline,,,biz@atrasco.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Công Ty Duyên Hải Phát Triển Kinh Tế,www.cofidec.com.vn,"177 Đinh Tiên Hoàng, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38386211,,,,webmaster@cofidec.com.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Hạnh An - Công Ty TNHH Thương Mại & Giao Nhận Hạnh An,www.hanhan.vn,"Số 55 Tân Cảng, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35125259,Ms Hạnh,Giám Đốc,,ha@halogistics.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Công Ty TNHH Châu Tô Hà,,"71/71- 71/73 Đường Số 3, KP.13, P.Bình Hưng Hòa 3, Q.Bình Tân,TP. Hồ Chí Minh, Việt Nam",(028) 39784756,,,,nk_chautoha@yahoo.com.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Vận Tải Quốc Tế Hoàng Gia - Công Ty TNHH Thương Mại Vận Tải Quốc Tế Hoàng Gia,www.rtinter.com,"Lầu 5, Tòa Nhà 28E, Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38239566,Hotline,,0908 508 600(),rt001@rtinter.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Xí Nghiệp Tân á Chế Biến Nông Lâm Sản Xuất Khẩu,,"216/28 Nguyễn Văn Luông, P. 11, Q. 6,TP. Hồ Chí Minh, Việt Nam",(028) 38769563,,,,tana-agrimexco@vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Trường Giang - Công Ty TNHH Thương Mại & Dịch Vụ Giao Nhận Vận Tải Quốc Tế Trường Giang,www.tgi.com.vn,"Tầng 4, Số 6 Phùng Khắc Khoan, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38274336,Ông Nguyễn Mạnh Hải,Giám Đốc,0913.901.926,admin@tgi.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Văn Phòng Đại Diện - Công Ty Thái Bình XNK,www.unimextb.com,"33 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38251513,,,,adlehuy@yahoo.com,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thiện Minh Thăng,,"Số 10 Đường Số 13, P. 4, Q. 4,TP. Hồ Chí Minh, Việt Nam",983176267,,Nhân viên,0915 504 375,pattric.lee82@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Rexco - Công Ty Cổ Phần XNK Vật Tư Kỹ Thuật Rexco,,"158/1 Xô Viết Nghệ Tĩnh, P. 21, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 38995275,,,,rexco@hcm.fpt.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty Cổ Phần Chuyển Phát Nhanh Quốc Tế Việt,www.qtvexpress.com,"48 Sầm Sơn, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38116133,Ms. Thư,Kinh doanh,0943 495 504,vietexpress@vnn.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Trường Sơn - Chi Nhánh Công Ty TNHH Một Thành Viên Dịch Vụ Thương Mại & Xuất Khẩu Lao Động Trường Sơn,,"31F Nguyễn Du, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38234514,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Giao Nhận Thương Mại Rồng Á Châu,www.asiadragonvn.com,"337 Lý Thường Kiệt, P. 9, Q. Tân Bình,TP. Hồ Chí Minh,",(028) 73022828,Hotline,,,info@asiadragonvn.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Hoàng Kim - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải & Xây Dựng Hoàng Kim,,"225 Nguyễn Oanh, P. 10, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 39896162,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH TM Và Giao Nhận Viết Nam,www.vantaivietnam.com.vn,"A75/6B/2 Bạch Đằng, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 35471894,Hotline,,0908 200 083,vng@vantaivietnam.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Hiệp An Giàu - Công Ty TNHH Thương Mại Sản Xuất & Dịch Vụ Hiệp An Giàu,,"305/20 Chu Văn An, P. 12, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 39189098,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Giao Nhận Vận Tải Phú Hữu Cát Tường,www.phuhuucattuong.net,"71/30 Đường 79, KP.4, P. Phú Hữu, Q. 9,TP. Hồ Chí Minh, Việt Nam",902576186,Hotline,,0902.576.186,stormdung@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Đại Lộc - Công Ty Cổ Phần Tư Vấn Đầu Tư Xuất Nhập Khẩu Đại Lộc,,"52 Yên Thế, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38486227,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty Cổ Phần Mai Diêu,www.maidieu.com,"157/15B Đường D2, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35140780,,,,maidieucompany@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Phương Trinh - Công Ty TNHH Phương Trinh,,"41/7 Khu Phố 5,Tân Thới Nhất 8, P. Tân Thới Nhất, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 35920220,,,,phuongtrinhco@hcm.fpt.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thương Mại Cát Tường Gia,www.ctgtrans.vn,"224/6/40 Ung Văn Khiêm, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35122180,,NVKD,0937 309 785,sales2@ctgtrans.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Văn Phòng Đại Diện - Công Ty Global Xuất Nhập Khẩu,,"64 Cư Xá Chu Văn An,Đường 6, P. 26, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35115830,,,,gimexcohcm@hcm.vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Cồn Khả Doanh - Công Ty TNHH Khả Doanh,www.khadoanh.com.vn,"9/27 Phạm Văn Hai, Phường 1, Quận Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 3861 8486,,,0869 899 199(),kinhdoanh@khadoanh.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
ánh Vân - Công Ty TNHH Xuất Nhập Khẩu ánh Vân,,"207/1A Trần Bình Trọng, P. 3, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 39239079,,,,avimex@walla.com,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty Cổ Phần Giao Nhận Hàng Hóa SanTa,www.santaferelo.com,"Lầu 4, Số 5 Nguyễn Gia Thiều, P. Võ Thị Sáu, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39330065,Mr. Đức Trần,Tiếp tân,(028) 3933 0065,info@santaferelo.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Hoàng Nhật - Công Ty TNHH Tư Vấn Đầu Tư Xuất Nhập Khẩu,,"57/1 Cửu Long, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38424283,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Li Ti,www.litiexpress.com,"29/4A Đường 1, KP. 3, P. Tam Phú, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 37292145,Ông Nguyễn Khắc Hưng,Giám Đốc,0909 817 456,chuyenphatliti@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Khánh Linh - Công Ty Cổ Phần Cơ Khí Và Xuất Nhập Khẩu Khánh Linh,,"44 Hoàng Hoa Thám, P. 12, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38113791,,,,simkd@yahoo.com.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty CP Quốc Tế Thương Đô,www.thuongdo.com,"Văn Phòng 02, Tầng 10, Tòa Nhà Pearl Plaza, Số 561A Điện Biên Phủ, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",19006825,Ms. Lê Trang,Hành chính nhân sự,916391688,chamsoc@thuongdo.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Việt Nhật - Công Ty TNHH Thương Mại Dịch Vụ XNK Việt Nhật,,"12T3 Nguyễn Thị Minh Khai, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 39103156,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Giao Nhận Quốc Tế Tương Lai,www.tobelogistics.com.vn,"Số 143 - 145 Phan Xích Long, P. 7, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 35170898,Mr. Trần Minh Tặng,,0938 008 699,info@tobelogistics.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Không Hải Vận - Công Ty TNHH Không Hải Vận,,"Phòng 5, 2 Thi Sách, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38298002,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thương Mại Và Giao Nhận Biển Việt,www.vietoceanvn.com,"Số 107 Bến Vân Đồn, P. 9, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 38254427,Ông Phan Hoàng Việt,,(028) 38254427,sales@vietoceanvn.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
á Mỹ Âu - Công Ty TNHH á Mỹ Âu,,"10/1 Đặng Văn Ngữ, P. 10, Q. Phú Nhuận,TP. Hồ Chí Minh, Việt Nam",(028) 39916329,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH MINA Express,www.minaexpressvn.com,"54 Bạch Vân, P. 5, Q. 5,TP. Hồ Chí Minh, Việt Nam",785200253,Mr. Trần Nguyễn Vân Anh,,0785 200 253,nashramesh@yahoo.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Tân Đạt Đức - Công Ty TNHH Thương Mại Dịch Vụ Tân Đạt Đức,,"68/9N Quang Trung, P. 12, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 38801339,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thương Mại Dịch Vụ BTQ,www.btqco.com,"123/57/22/6 Phan Văn Hớn, P. Tân Thới Nhất, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 38106255,Nguyễn Thị Thu Thủy,,0919 824 919,btq.ltd@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Thần Quang - Công Ty TNHH Thương Mại Xuất Nhập Khẩu Thần Quang,,"70 Cao Văn Lầu, P. 1, Q. 6,TP. Hồ Chí Minh, Việt Nam",(028) 38550240,,,,thanquangcompany@yahoo.com,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Giao Nhận G.A,www.galogistics.net,"Airport Business Center, 10 Phổ Quang, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38450000,,,,contact@galogistics.net,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Nam Việt Châu á - Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Nam Việt Châu á,,"31 Lý Tự Trọng, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38243635,,,,naviasia@gmail.com,xuất nhập khẩu các công ty xuất nhập khẩu,Ever Star Lines - Công Ty TNHH Dịch Vụ Tân Sao Sáng,www.everstarlines.com.vn,"Tầng 2, Số 1 Đường Trần Khánh Dư, P. Tân Định, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38237454,Mr. Công,,0903 814 370,info@everstarlines.com.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
ánh Sáng - Công Ty TNHH Xuất Nhập Khẩu & Tư Vấn ánh Sáng,,"75 Thăng Long, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 39916990,,,,azcompany@hcm.fpt.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Chi Nhánh Công Ty TNHH AYA,www.ayaitc.com,"89 Bis Nguyễn Thi, P. 13, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 35100240,,,,aya-ticketing@ayaitc.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Test Rite Int'l - Vpđd Công ty TNHH Test Rite Int'l,www.testritegroup.com,"SI-12 Tôn Dật Tiên,P. Tân Phong, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 54122911,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thương Mại Linh Việt,www.linhviet.com,"118/2 Bạch Đằng, P. 24, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35513588,Hotline,,(028) 35513588,vienlinhviet@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Công Nghệ Mới N.T - Công Ty TNHH Công Nghệ Mới N.T,,"384/1 Nam Kỳ Khởi Nghĩa, P. 8, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38469611,,,,ntthuhant@hcm.fpt.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH MTV TM DV Giao Nhận Và Vận Tải Quốc Tế HBT,www.hbt.net.vn,"Số 24/7 D3, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 62949899,Ms. Nguyễn Thị Thanh Hồng,,0919 385 047,gm@hbt.net.vn,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Công Ty Cổ Phần XNK Nông Sản & Thực Phẩm Tp. HCM,www.chamviet.com.vn,"135 Pasteur, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38298332,,,,agrexport-tphcm@hcm.vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH WEMC,www.wemc.trade,"Số 16 Nguyễn Cảnh Dị, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",902555996,Hotline,,0902.555.996,chuyenphatbinhminh@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Việt Thổ - Công Ty TNHH Thương Mại & Dịch Vụ Việt Thổ,,"41 Lam Sơn, P. 2, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38486783,,,,vinaturk@hcm.vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Vận Tải Hàng Hóa Xứ Thanh,www.2nhanh.com,"404 Trần Thị Cờ, KP. 7, P. Thới An, Q. 12,TP. Hồ Chí Minh, Việt Nam",968701343,Hotline,,0968 701 343,www.2nhanh.com@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Nam Sơn - Công Ty TNHH Thương Mại Xuất Nhập Khẩu,,"291 Đường 7,Khu Dân Cư An Lạc, P. Bình Trị Đông, Q. Bình Tân,TP. Hồ Chí Minh, Việt Nam",(028) 37521109,,,,nsondo@hcm.vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Vận Chuyển DBL - Công Ty TNHH Giao Nhận DBL,www.dblshipping.com,"52-54 Nguyễn Thị Minh Khai, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 66840168,Mr. Lê Danh Bằng,,(028) 66 840 168,info@dblshipping.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Thịnh Hưng - Công Ty Cổ Phần Đầu Tư & Xây Dựng Thương Mại Thịnh Hưng,,"21 Lý Chính Thắng, P. 8, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38483721,,,,th-joinstock@vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Hàng Hải Nhật Hùng,www.nhathungmaritime.com,"B46 Đường D5A, Khu Tái Định Cư Phú Mỹ, P. Phú Mỹ, Q. 7TP. Hồ Chí Minh, Việt Nam",(028) 35350818,,,0973 128 268,nhathungmaritime@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Văn Phòng Đại Diện - Công Ty CTSI Holdings,www.ctsi-logistics.com,"Phòng 506A, Tầng5, Tòa Nhà Hải Thành, 2 Thi Sách, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38246283,,,,quyen_lee@hcm.fpt.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Dịch Vụ Giao Nhận Vận Tải Quyền Năng,www.global-gp.com,"Lầu 2 Phòng 1, Tòa Nhà Broadway C, Phú Mỹ Hưng, P. Tân Phú, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 54135169,Văn Phòng,,,,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Siêu Việt - Chi Nhánh Công Ty TNHH Dịch Vụ Thương Mại Xuất Nhập Khẩu Siêu Việt,,"194 Phạm Hùng, P. 5, Q. 8,TP. Hồ Chí Minh, Việt Nam",(028) 38508858,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thương Mại Dịch Vụ Giao Vận,www.giaovan.com,"208 Hoàng Hoa Thám, P 12 , Tân BìnhTP. Hồ Chí Minh, Việt Nam",916861648,Mr Thà,,0918 008 808,Giaovan@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Chi Nhánh - Công Ty Hồ Gươm Xuất Nhập Khẩu Du Lịch Đầu Tư,www.inserimextravel.com.vn,"411 Điện Biên Phủ, P. 4, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 39290199,,,,insersaigon@hcm.vnn.vn,xuất nhập khẩu các công ty xuất nhập khẩu,Lâm Thịnh Đạt - Công Ty TNHH Lâm Thịnh Đạt,,"9A Nguyễn án, P. 11, Q. 5,TP. Hồ Chí Minh, Việt Nam",(028) 38537082,,,,lamthinhdatco@yahoo.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
Công Ty Cổ Phần Xuất Nhập Khẩu & Dịch Vụ Cảng Sài Gòn,,"171 Nguyễn Tất Thành, P. 18, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 39404069,,,,,xuất nhập khẩu các công ty xuất nhập khẩu,Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Việt Yến,www.vanchuyenvietyen.com,"224 Nguyễn Văn Công, P. 3, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 62873645,Ms. Ngô Thị Hoàng Yến,Sales Manager,934511879,vanchuyenvietyen@gmail.com,vận chuyển hàng hóa giao nhận vận chuyển hàng hóa
